tasks_total,tasks_done,all_done,sensor_done,slave_done,vanet_finish_sec,sensor_finish_sec,slave_finish_sec,met_mission_deadline,master_trace_rows,first_master_time_sec,last_master_time_sec,total_master_arrived_bytes,last_master_buffer_bytes,leo_trigger_time_sec,leo_threshold_bytes,leo_threshold_crossed,leo_buffer_at_trigger_bytes,leo_selected_sat,leo_selected_elev_deg,leo_selected_dist_km,leo_total_rx_bytes,leo_first_tx_sec,leo_last_rx_sec,leo_effective_throughput_mbps,leo_active_window_throughput_mbps,leo_main_rx_window_throughput_mbps,leo_actual_rx_sat,leo_main_rx_window_start_sec,leo_main_rx_window_end_sec,leo_visible_start_sec,leo_visible_end_sec,leo_done,end_to_end_finish_sec
619,619,YES,405/405,214/214,3486.36,3486.36,3396.64,YES,1424,123.999,3486.36,1238529,225617,123.999,0,1,362,142,52.84,1442.2,1238529,124.043496,124.125349,121.048,121.048,121.048,142,123.999000,124.125349,-1.000000,-1.000000,YES,124.125349
