Effective Throughput (Mbps),Active Window Throughput (Mbps),Main Rx Window Throughput (Mbps),Elevation Cutoff (Deg),Visible Time Window Start (s),Visible Time Window End (s),Actual Rx Sat,Main Rx Window Start (s),Main Rx Window End (s),Total Rx Bytes
121.047942,121.047942,121.047942,40.000000,-1.000000,-1.000000,142,123.999000,124.125349,1238529
