tasks_total,tasks_done,all_done,sensor_done,slave_done,vanet_finish_sec,sensor_finish_sec,slave_finish_sec,met_mission_deadline,master_trace_rows,first_master_time_sec,last_master_time_sec,total_master_arrived_bytes,last_master_buffer_bytes,leo_trigger_time_sec,leo_threshold_bytes,leo_threshold_crossed,leo_buffer_at_trigger_bytes,leo_selected_sat,leo_selected_elev_deg,leo_selected_dist_km,leo_total_rx_bytes,leo_first_tx_sec,leo_last_rx_sec,leo_effective_throughput_mbps,leo_active_window_throughput_mbps,leo_main_rx_window_throughput_mbps,leo_actual_rx_sat,leo_main_rx_window_start_sec,leo_main_rx_window_end_sec,leo_visible_start_sec,leo_visible_end_sec,leo_done,end_to_end_finish_sec
104,104,YES,60/60,44/44,476.558,473.898,476.558,YES,172,78.8622,476.558,149618,32174,78.862,0,1,1024,38,56.75,1388.7,149618,161.727449,219.800027,0.021,0.021,0.021,142,140.862200,219.800027,79.862200,140.862200,YES,219.800027
