event_id,flow_id,sensor_id,cluster_id,grid_id,batch_id,src,dst,src_role,dst_role,link_type,start_time_sec,end_time_sec,payload_bytes,distance_m,rate_bps,deadline_sec,success_by_deadline
166,S338,338,38,38_8,13,UAV_0,SAT_0,MASTER,SATELLITE,satellite,792.0,792.0021440310773,1435,,669300000.0,1980.0,True
167,S223,223,38,38_5,14,S_223,UAV_1,SENSOR,MASTER,access,659.8816374280632,660.9617885714883,1545,50.03134933382222,1430355.380730094,1800.0,True
168,S223,223,38,38_5,14,UAV_1,SAT_0,MASTER,SATELLITE,satellite,792.0,792.0023083818916,1545,,669300000.0,1800.0,True
169,S218,218,38,38_5,14,S_218,UAV_1,SENSOR,MASTER,access,660.9617885714883,662.1572956622696,1710,50.03134933382222,1430355.380730094,1440.0,True
170,S218,218,38,38_5,14,UAV_1,SAT_0,MASTER,SATELLITE,satellite,792.0,792.002554908113,1710,,669300000.0,1440.0,True
171,S304,304,2,2_5,15,S_304,UAV_0,SENSOR,SLAVE,access,937.7792995362895,938.1035768970543,362,77.75803142668131,1116328.3158166641,2280.0,True
172,S304,304,2,2_5,15,UAV_0,UAV_2,SLAVE,MASTER,relay,938.1035768970543,938.1491570110297,362,94.42615908053862,7942060.0,2280.0,True
173,S304,304,2,2_5,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,938.1491570110297,938.1496978746186,362,,669300000.0,2280.0,True
174,S177,177,2,2_5,15,S_177,UAV_0,SENSOR,SLAVE,access,938.1491570110297,939.2509828891556,1400,62.564186809148765,1270618.1873140421,1440.0,True
175,S177,177,2,2_5,15,UAV_0,UAV_2,SLAVE,MASTER,relay,939.2509828891556,939.4272595730386,1400,94.42615908053862,7942060.0,1440.0,True
176,S177,177,2,2_5,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,939.4272595730386,939.4293513106749,1400,,669300000.0,1440.0,True
177,S173,173,2,2_5,15,S_173,UAV_0,SENSOR,SLAVE,access,939.4272595730387,940.5967762836987,1340,74.58630564805807,1145772.4270086403,1620.0,True
178,S173,173,2,2_5,15,UAV_0,UAV_2,SLAVE,MASTER,relay,940.5967762836987,940.7654982525581,1340,94.42615908053862,7942060.0,1620.0,True
179,S173,173,2,2_5,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,940.7654982525581,940.7675003442957,1340,,669300000.0,1620.0,True
180,S318,318,2,2_5,15,S_318,UAV_0,SENSOR,SLAVE,access,940.765498252558,942.313509063617,1535,92.86611287565898,991595.1419938639,1500.0,True
181,S318,318,2,2_5,15,UAV_0,UAV_2,SLAVE,MASTER,relay,942.313509063617,942.506783856303,1535,94.42615908053862,7942060.0,1500.0,True
182,S318,318,2,2_5,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,942.506783856303,942.5090772972113,1535,,669300000.0,1500.0,True
183,S422,422,2,2_4,15,S_422,UAV_1,SENSOR,SLAVE,access,938.0618970672297,938.4314662455492,435,71.36541783358098,1177046.208176487,2220.0,True
184,S422,422,2,2_4,15,UAV_1,UAV_2,SLAVE,MASTER,relay,938.4314662455492,938.48623792947,435,46.412005051404975,7942060.0,2220.0,True
185,S422,422,2,2_4,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,938.48623792947,938.4868878622356,435,,669300000.0,2220.0,True
186,S40,40,2,2_4,15,S_40,UAV_1,SENSOR,SLAVE,access,938.4862379294701,939.447652299064,1130,71.53616055215056,1175351.685743385,1980.0,True
187,S40,40,2,2_4,15,UAV_1,UAV_2,SLAVE,MASTER,relay,939.447652299064,939.589932765341,1130,46.412005051404975,7942060.0,1980.0,True
188,S40,40,2,2_4,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,939.589932765341,939.5916210964332,1130,,669300000.0,1980.0,True
189,S362,362,2,2_4,15,S_362,UAV_1,SENSOR,SLAVE,access,939.5899327653409,940.69994807906,1520,54.48296443545914,1369350.4776138237,1380.0,True
190,S362,362,2,2_4,15,UAV_1,UAV_2,SLAVE,MASTER,relay,940.69994807906,940.8913341929901,1520,46.412005051404975,7942060.0,1380.0,True
191,S362,362,2,2_4,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,940.8913341929901,940.8936052224238,1520,,669300000.0,1380.0,True
192,S125,125,2,2_6,15,S_125,UAV_2,SENSOR,MASTER,access,939.8376240485456,940.195061243761,455,62.3597044123991,1272950.9018386053,1440.0,True
193,S125,125,2,2_6,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,940.195061243761,940.1957410584928,455,,669300000.0,1440.0,True
194,S438,438,2,2_6,15,S_438,UAV_2,SENSOR,MASTER,access,940.195061243761,941.3548654366905,1415,67.1728139199946,1220033.526888634,1800.0,True
195,S438,438,2,2_6,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,941.3548654366905,941.3569795858015,1415,,669300000.0,1800.0,True
196,S235,235,2,2_6,15,S_235,UAV_2,SENSOR,MASTER,access,941.3548654366905,942.7951967603351,1710,70.34850112842983,1187226.8358873012,1800.0,True
197,S235,235,2,2_6,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,942.7951967603351,942.7977516684481,1710,,669300000.0,1800.0,True
198,S80,80,2,2_3,15,S_80,UAV_3,SENSOR,SLAVE,access,945.1844505272213,945.5477240299676,388,83.2679812311641,1068065.7880818704,2100.0,True
199,S80,80,2,2_3,15,UAV_3,UAV_2,SLAVE,MASTER,relay,945.5477240299676,945.5965778537867,388,104.43931928909792,7942060.0,2100.0,True
200,S80,80,2,2_3,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,945.5965778537867,945.5971575639317,388,,669300000.0,2100.0,True
201,S174,174,2,2_3,15,S_174,UAV_3,SENSOR,SLAVE,access,945.5965778537866,946.6576302523231,1495,51.547430985847726,1408978.48406166,1380.0,True
202,S174,174,2,2_3,15,UAV_3,UAV_2,SLAVE,MASTER,relay,946.6576302523231,946.8458685683268,1495,104.43931928909792,7942060.0,1380.0,True
203,S174,174,2,2_3,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,946.8458685683268,946.8481022453027,1495,,669300000.0,1380.0,True
204,S192,192,2,2_3,15,S_192,UAV_3,SENSOR,SLAVE,access,946.8458685683268,948.1774363999222,1415,83.91075015027229,1062657.0922072998,1680.0,True
205,S192,192,2,2_3,15,UAV_3,UAV_2,SLAVE,MASTER,relay,948.1774363999222,948.355601762561,1415,104.43931928909792,7942060.0,1680.0,True
206,S192,192,2,2_3,15,UAV_2,SAT_0,MASTER,SATELLITE,satellite,948.355601762561,948.357715911672,1415,,669300000.0,1680.0,True
207,S130,130,2,2_11,16,S_130,UAV_0,SENSOR,SLAVE,access,949.6584755420544,950.4056077474916,1069,50.0,1430804.3371982595,3120.0,True
208,S130,130,2,2_11,16,UAV_0,UAV_3,SLAVE,MASTER,relay,950.4056077474916,950.5402075868279,1069,134.47863967769908,7942060.0,3120.0,True
209,S130,130,2,2_11,16,UAV_3,SAT_0,MASTER,SATELLITE,satellite,950.5402075868279,950.5418047779231,1069,,669300000.0,3120.0,True
210,S7,7,2,2_7,16,S_7,UAV_1,SENSOR,SLAVE,access,946.6370272939685,947.5071672338836,1245,50.0,1430804.3371982595,1620.0,True
211,S7,7,2,2_7,16,UAV_1,UAV_3,SLAVE,MASTER,relay,947.5071672338836,947.6639275706224,1245,118.51248803947172,7942060.0,1620.0,True
212,S7,7,2,2_7,16,UAV_3,SAT_0,MASTER,SATELLITE,satellite,947.6639275706224,947.6657877230205,1245,,669300000.0,1620.0,True
213,S495,495,2,2_1,16,S_495,UAV_2,SENSOR,SLAVE,access,945.6190333481929,946.5022643287102,1185,56.63468671658351,1341664.8941661734,2100.0,True
214,S495,495,2,2_1,16,UAV_2,UAV_3,SLAVE,MASTER,relay,946.5022643287102,946.6514699504255,1185,100.62043785801642,7942060.0,2100.0,True
215,S495,495,2,2_1,16,UAV_3,SAT_0,MASTER,SATELLITE,satellite,946.6514699504255,946.6532404569249,1185,,669300000.0,2100.0,True
216,S132,132,2,2_1,16,S_132,UAV_2,SENSOR,SLAVE,access,946.6514699504255,947.5326852820846,1220,53.344704764660534,1384451.6273941172,1380.0,True
217,S132,132,2,2_1,16,UAV_2,UAV_3,SLAVE,MASTER,relay,947.5326852820846,947.6862978208969,1220,100.62043785801642,7942060.0,1380.0,True
218,S132,132,2,2_1,16,UAV_3,SAT_0,MASTER,SATELLITE,satellite,947.6862978208969,947.6881206208371,1220,,669300000.0,1380.0,True
219,S491,491,2,2_1,16,S_491,UAV_2,SENSOR,SLAVE,access,947.6862978208969,948.9220605916009,1695,54.31013785697037,1371622.4830387835,1260.0,True
220,S491,491,2,2_1,16,UAV_2,UAV_3,SLAVE,MASTER,relay,948.9220605916009,949.1354812910165,1695,100.62043785801642,7942060.0,1260.0,True
221,S491,491,2,2_1,16,UAV_3,SAT_0,MASTER,SATELLITE,satellite,949.1354812910165,949.1380137876548,1695,,669300000.0,1260.0,True
222,S201,201,2,2_2,16,S_201,UAV_3,SENSOR,MASTER,access,954.181541102889,955.240464649948,1145,81.71869736457124,1081286.7493409303,1320.0,True
223,S201,201,2,2_2,16,UAV_3,SAT_0,MASTER,SATELLITE,satellite,955.240464649948,955.2421753925148,1145,,669300000.0,1320.0,True
224,S254,254,2,2_2,16,S_254,UAV_3,SENSOR,MASTER,access,955.240464649948,956.5795795851948,1600,69.59996295334578,1194819.0240332715,1560.0,True
225,S254,254,2,2_2,16,UAV_3,SAT_0,MASTER,SATELLITE,satellite,956.5795795851948,956.5819701424934,1600,,669300000.0,1560.0,True
226,S319,319,2,2_2,16,S_319,UAV_3,SENSOR,MASTER,access,956.5795795851948,958.0148180755446,1490,86.88944065342096,1038154.9895842767,1800.0,True
227,S319,319,2,2_2,16,UAV_3,SAT_0,MASTER,SATELLITE,satellite,958.0148180755446,958.0170442820289,1490,,669300000.0,1800.0,True
228,S171,171,2,2_2,16,S_171,UAV_3,SENSOR,MASTER,access,958.0148180755446,959.4501184634505,1585,79.0944034618531,1104298.4544248923,2220.0,True
229,S171,171,2,2_2,16,UAV_3,SAT_0,MASTER,SATELLITE,satellite,959.4501184634505,959.4524866092745,1585,,669300000.0,2220.0,True
230,S439,439,2,2_10,17,S_439,UAV_0,SENSOR,SLAVE,access,960.5739008624497,961.629251311664,1510,50.0,1430804.3371982595,2160.0,True
231,S439,439,2,2_10,17,UAV_0,UAV_1,SLAVE,MASTER,relay,961.629251311664,961.8193783064236,1510,190.60227840683365,7942060.0,2160.0,True
232,S439,439,2,2_10,17,UAV_1,SAT_0,MASTER,SATELLITE,satellite,961.8193783064236,961.8216343948742,1510,,669300000.0,2160.0,True
233,S371,371,2,2_8,17,S_371,UAV_1,SENSOR,MASTER,access,954.4529580104833,955.730594103331,1690,58.154163522281664,1322755.3678709893,1680.0,True
234,S371,371,2,2_8,17,UAV_1,SAT_0,MASTER,SATELLITE,satellite,955.730594103331,955.7331191294777,1690,,669300000.0,1680.0,True
235,S271,271,2,2_8,17,S_271,UAV_1,SENSOR,MASTER,access,955.730594103331,957.012010184619,1695,58.154163522281436,1322755.367870992,1680.0,True
236,S271,271,2,2_8,17,UAV_1,SAT_0,MASTER,SATELLITE,satellite,957.012010184619,957.0145426812574,1695,,669300000.0,1680.0,True
237,S272,272,2,2_9,17,S_272,UAV_2,SENSOR,SLAVE,access,955.2309819142909,956.1255836195851,1280,50.0,1430804.3371982595,2160.0,True
238,S272,272,2,2_9,17,UAV_2,UAV_1,SLAVE,MASTER,relay,956.1255836195851,956.2867508734209,1280,137.9815522312894,7942060.0,2160.0,True
239,S272,272,2,2_9,17,UAV_1,SAT_0,MASTER,SATELLITE,satellite,956.2867508734209,956.2886633192599,1280,,669300000.0,2160.0,True
240,S93,93,7,7_4,18,S_93,UAV_0,SENSOR,SLAVE,access,1122.2945276233493,1122.5737242632451,372,57.374479140543215,1332394.2585368878,1440.0,True
241,S93,93,7,7_4,18,UAV_0,UAV_3,SLAVE,MASTER,relay,1122.5737242632451,1122.6205634963912,372,127.19147020508355,7942060.0,1440.0,True
242,S93,93,7,7_4,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0005548926015,372,,670400000.0,1440.0,True
243,S91,91,7,7_4,18,S_91,UAV_0,SENSOR,SLAVE,access,1122.6205634963912,1123.409369056957,1051,57.37447914054313,1332394.2585368888,2940.0,True
244,S91,91,7,7_4,18,UAV_0,UAV_3,SLAVE,MASTER,relay,1123.409369056957,1123.5417024817864,1051,127.19147020508355,7942060.0,2940.0,True
245,S91,91,7,7_4,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0015677207637,1051,,670400000.0,2940.0,True
246,S344,344,7,7_4,18,S_344,UAV_0,SENSOR,SLAVE,access,1123.5417024817864,1124.4834084816387,1280,55.25925505083322,1359235.260474822,1560.0,True
247,S344,344,7,7_4,18,UAV_0,UAV_3,SLAVE,MASTER,relay,1124.4834084816387,1124.6445757354745,1280,127.19147020508355,7942060.0,1560.0,True
248,S344,344,7,7_4,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0019093078758,1280,,670400000.0,1560.0,True
249,S253,253,7,7_5,18,S_253,UAV_1,SENSOR,SLAVE,access,1126.0552143490813,1126.381045593698,388,69.99512703427249,1190800.4723621844,1980.0,True
250,S253,253,7,7_5,18,UAV_1,UAV_3,SLAVE,MASTER,relay,1126.381045593698,1126.429899417517,388,93.94884664838148,7942060.0,1980.0,True
251,S253,253,7,7_5,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0005787589498,388,,670400000.0,1980.0,True
252,S309,309,7,7_5,18,S_309,UAV_1,SENSOR,SLAVE,access,1126.4298994175172,1126.7697497442161,374,79.52312971915626,1100484.4504129612,1440.0,True
253,S309,309,7,7_5,18,UAV_1,UAV_3,SLAVE,MASTER,relay,1126.7697497442161,1126.8168408011963,374,93.94884664838148,7942060.0,1440.0,True
254,S309,309,7,7_5,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.000557875895,374,,670400000.0,1440.0,True
255,S26,26,7,7_5,18,S_26,UAV_1,SENSOR,SLAVE,access,1126.8168408011963,1127.739450398634,1235,56.87862592152449,1338594.3560851817,2280.0,True
256,S26,26,7,7_5,18,UAV_1,UAV_3,SLAVE,MASTER,relay,1127.739450398634,1127.8949516162022,1235,93.94884664838148,7942060.0,2280.0,True
257,S26,26,7,7_5,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0018421837708,1235,,670400000.0,2280.0,True
258,S213,213,7,7_5,18,S_213,UAV_1,SENSOR,SLAVE,access,1127.8949516162022,1129.086440388652,1320,78.69651332120321,1107857.6907493642,2100.0,True
259,S213,213,7,7_5,18,UAV_1,UAV_3,SLAVE,MASTER,relay,1129.086440388652,1129.25264411917,1320,93.94884664838148,7942060.0,2100.0,True
260,S213,213,7,7_5,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0019689737471,1320,,670400000.0,2100.0,True
261,S197,197,7,7_1,18,S_197,UAV_2,SENSOR,SLAVE,access,1131.0487811142893,1131.3125187684898,356,55.99150295502686,1349826.2168106737,1440.0,True
262,S197,197,7,7_1,18,UAV_2,UAV_3,SLAVE,MASTER,relay,1131.3125187684898,1131.3573434109628,356,80.93254980998674,7942060.0,1440.0,True
263,S197,197,7,7_1,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.000531026253,356,,670400000.0,1440.0,True
264,S419,419,7,7_1,18,S_419,UAV_2,SENSOR,SLAVE,access,1131.357343410963,1132.199926824236,1160,53.924543998097,1376718.2948618813,2520.0,True
265,S419,419,7,7_1,18,UAV_2,UAV_3,SLAVE,MASTER,relay,1132.199926824236,1132.3459846480248,1160,80.93254980998674,7942060.0,2520.0,True
266,S419,419,7,7_1,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0017303102625,1160,,670400000.0,2520.0,True
267,S63,63,7,7_1,18,S_63,UAV_2,SENSOR,SLAVE,access,1132.3459846480248,1133.4286855501632,1420,59.075484896342196,1311534.8820670964,1260.0,True
268,S63,63,7,7_1,18,UAV_2,UAV_3,SLAVE,MASTER,relay,1133.4286855501632,1133.6074804723874,1420,80.93254980998674,7942060.0,1260.0,True
269,S63,63,7,7_1,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0021181384247,1420,,670400000.0,1260.0,True
270,S310,310,7,7_7,18,S_310,UAV_3,SENSOR,MASTER,access,1130.4757371025253,1131.4605554992631,1235,64.03761855930573,1254038.3121302205,1620.0,True
271,S310,310,7,7_7,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0018421837708,1235,,670400000.0,1620.0,True
272,S92,92,7,7_7,18,S_92,UAV_3,SENSOR,MASTER,access,1131.4605554992631,1132.7045366319846,1560,64.0376185593057,1254038.3121302207,2100.0,True
273,S92,92,7,7_7,18,UAV_3,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0023269689736,1560,,670400000.0,2100.0,True
274,S460,460,7,7_6,19,S_460,UAV_1,SENSOR,MASTER,access,1200.3416486046813,1200.6687135997522,358,80.19126701694704,1094583.6619488935,1680.0,True
275,S460,460,7,7_6,19,UAV_1,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0005340095465,358,,670400000.0,1680.0,True
276,S289,289,7,7_6,19,S_289,UAV_1,SENSOR,MASTER,access,1200.6687135997522,1201.5548935306306,1205,55.21801197914067,1359769.001771037,1620.0,True
277,S289,289,7,7_6,19,UAV_1,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0017974343675,1205,,670400000.0,1620.0,True
278,S50,50,7,7_6,19,S_50,UAV_1,SENSOR,MASTER,access,1201.5548935306306,1202.4955598144963,1125,69.48811035822874,1195960.7985274938,1980.0,True
279,S50,50,7,7_6,19,UAV_1,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0016781026252,1125,,670400000.0,1980.0,True
280,S466,466,7,7_6,19,S_466,UAV_1,SENSOR,MASTER,access,1202.4955598144963,1203.4860201297072,1315,57.755636890393426,1327665.5104753668,1680.0,True
281,S466,466,7,7_6,19,UAV_1,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0019615155131,1315,,670400000.0,1680.0,True
282,S496,496,7,7_6,19,S_496,UAV_1,SENSOR,MASTER,access,1203.4860201297072,1204.763882998805,1515,70.51264423372446,1185573.2227899393,2160.0,True
283,S496,496,7,7_6,19,UAV_1,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0022598448688,1515,,670400000.0,2160.0,True
284,S200,200,7,7_8,20,S_200,UAV_0,SENSOR,SLAVE,access,1126.9189872734858,1128.1150383375239,1690,51.2598942885162,1412983.1499788712,1620.0,True
285,S200,200,7,7_8,20,UAV_0,UAV_2,SLAVE,MASTER,relay,1128.1150383375239,1128.327829477354,1690,74.24136457487374,7942060.0,1620.0,True
286,S200,200,7,7_8,20,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0025208830548,1690,,670400000.0,1620.0,True
287,S143,143,7,7_8,20,S_143,UAV_0,SENSOR,SLAVE,access,1128.327829477354,1129.559266667547,1740,51.25989428851622,1412983.1499788712,2100.0,True
288,S143,143,7,7_8,20,UAV_0,UAV_2,SLAVE,MASTER,relay,1129.559266667547,1129.7783534032303,1740,74.24136457487374,7942060.0,2100.0,True
289,S143,143,7,7_8,20,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0025954653938,1740,,670400000.0,2100.0,True
290,S472,472,7,7_9,20,S_472,UAV_1,SENSOR,SLAVE,access,1281.1149689112594,1282.2529354758008,1430,63.80518900384641,1256627.4305048103,2100.0,True
291,S472,472,7,7_9,20,UAV_1,UAV_2,SLAVE,MASTER,relay,1282.2529354758008,1282.4329895171957,1430,62.25603932202537,7942060.0,2100.0,True
292,S472,472,7,7_9,20,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1282.4329895171957,1282.4351225720882,1430,,670400000.0,2100.0,True
293,S395,395,7,7_9,20,S_395,UAV_1,SENSOR,SLAVE,access,1282.4329895171957,1283.6899223332757,1290,88.36998534169189,1026307.8372185124,1980.0,True
294,S395,395,7,7_9,20,UAV_1,UAV_2,SLAVE,MASTER,relay,1283.6899223332757,1283.8523487062823,1290,62.25603932202537,7942060.0,1980.0,True
295,S395,395,7,7_9,20,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1283.8523487062823,1283.854272930626,1290,,670400000.0,1980.0,True
296,S440,440,7,7_9,20,S_440,UAV_1,SENSOR,SLAVE,access,1283.852348706282,1285.274923831458,1460,88.36998534169189,1026307.8372185124,1680.0,True
297,S440,440,7,7_9,20,UAV_1,UAV_2,SLAVE,MASTER,relay,1285.274923831458,1285.4587552303644,1460,62.25603932202537,7942060.0,1680.0,True
298,S440,440,7,7_9,20,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1285.4587552303644,1285.4609330346605,1460,,670400000.0,1680.0,True
299,S36,36,7,7_3,20,S_36,UAV_2,SENSOR,MASTER,access,1135.6606322842279,1136.8115338554207,1340,72.65977586928621,1164304.6056588953,1440.0,True
300,S36,36,7,7_3,20,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0019988066826,1340,,670400000.0,1440.0,True
301,S185,185,7,7_3,20,S_185,UAV_2,SENSOR,MASTER,access,1136.8115338554207,1138.007239383084,1360,75.47372610049909,1137403.790929884,1320.0,True
302,S185,185,7,7_3,20,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0020286396182,1360,,670400000.0,1320.0,True
303,S73,73,7,7_3,20,S_73,UAV_2,SENSOR,MASTER,access,1138.007239383084,1139.2670394980762,1675,57.60133145813671,1329576.0018329152,1860.0,True
304,S73,73,7,7_3,20,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0024985083533,1675,,670400000.0,1860.0,True
305,S299,299,7,7_3,20,S_299,UAV_2,SENSOR,MASTER,access,1139.2670394980762,1140.6938608847106,1570,79.53851791872455,1100347.9585509608,1800.0,True
306,S299,299,7,7_3,20,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0023418854416,1570,,670400000.0,1800.0,True
307,S286,286,7,7_2,20,S_286,UAV_3,SENSOR,SLAVE,access,1133.6990921554539,1135.105792972252,1725,66.58581300638235,1226273.5468699867,1320.0,True
308,S286,286,7,7_2,20,UAV_3,UAV_2,SLAVE,MASTER,relay,1135.105792972252,1135.3229910291793,1725,60.1050755578304,7942060.0,1320.0,True
309,S286,286,7,7_2,20,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.002573090692,1725,,670400000.0,1320.0,True
310,S404,404,7,7_2,20,S_404,UAV_3,SENSOR,SLAVE,access,1135.3229910291793,1136.7500788143368,1750,66.58581300638237,1226273.5468699867,1680.0,True
311,S404,404,7,7_2,20,UAV_3,UAV_2,SLAVE,MASTER,relay,1136.7500788143368,1136.9704246691906,1750,60.1050755578304,7942060.0,1680.0,True
312,S404,404,7,7_2,20,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1239.0,1239.0026103818616,1750,,670400000.0,1680.0,True
313,S326,326,40,40_1,21,S_326,UAV_0,SENSOR,MASTER,access,1321.726557839338,1322.040521735383,402,61.711151607050475,1280401.9986508552,1860.0,True
314,S326,326,40,40_1,21,UAV_0,SAT_0,MASTER,SATELLITE,satellite,1322.040521735383,1322.0411213773878,402,,670400000.0,1860.0,True
315,S463,463,40,40_1,21,S_463,UAV_0,SENSOR,MASTER,access,1322.040521735383,1322.9735099048464,1105,70.632671969756,1184366.5720172392,1860.0,True
316,S463,463,40,40_1,21,UAV_0,SAT_0,MASTER,SATELLITE,satellite,1322.9735099048464,1322.975158174536,1105,,670400000.0,1860.0,True
317,S118,118,40,40_1,21,S_118,UAV_0,SENSOR,MASTER,access,1322.9735099048464,1324.4133569341268,1690,71.69937677230143,1173735.7966733128,2100.0,True
318,S118,118,40,40_1,21,UAV_0,SAT_0,MASTER,SATELLITE,satellite,1324.4133569341268,1324.4158778171816,1690,,670400000.0,2100.0,True
319,S263,263,40,40_10,22,S_263,UAV_1,SENSOR,MASTER,access,1342.6319959259488,1343.342976146874,809,75.4244583331018,1137865.6904789666,3780.0,True
320,S263,263,40,40_10,22,UAV_1,SAT_0,MASTER,SATELLITE,satellite,1343.342976146874,1343.3441828891175,809,,670400000.0,3780.0,True
321,S276,276,40,40_10,22,S_276,UAV_1,SENSOR,MASTER,access,1343.342976146874,1344.220935653307,999,75.4244583331018,1137865.6904789666,4440.0,True
322,S276,276,40,40_10,22,UAV_1,SAT_0,MASTER,SATELLITE,satellite,1344.220935653307,1344.2224258084382,999,,670400000.0,4440.0,True
323,S45,45,40,40_8,23,S_45,UAV_0,SENSOR,SLAVE,access,1382.017947106689,1382.5609555486346,722,57.59702304737114,1329629.420516758,3360.0,True
324,S45,45,40,40_8,23,UAV_0,UAV_2,SLAVE,MASTER,relay,1382.5609555486346,1382.6518639527515,722,276.03873600147125,7942060.0,3360.0,True
325,S45,45,40,40_8,23,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1382.6518639527515,1382.6529409217253,722,,670400000.0,3360.0,True
326,S72,72,40,40_8,23,S_72,UAV_0,SENSOR,SLAVE,access,1382.6518639527515,1383.3791342621164,967,57.59702304737124,1329629.4205167568,3300.0,True
327,S72,72,40,40_8,23,UAV_0,UAV_2,SLAVE,MASTER,relay,1383.3791342621164,1383.5008910859128,967,276.03873600147125,7942060.0,3300.0,True
328,S72,72,40,40_8,23,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1383.5008910859128,1383.5023335083472,967,,670400000.0,3300.0,True
329,S169,169,40,40_15,23,S_169,UAV_1,SENSOR,SLAVE,access,1431.6101141768975,1432.5040169746094,1279,50.0,1430804.3371982595,4320.0,True
330,S169,169,40,40_15,23,UAV_1,UAV_2,SLAVE,MASTER,relay,1432.5040169746094,1432.6650583165283,1279,219.97059619852365,7942060.0,4320.0,True
331,S169,169,40,40_15,23,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1432.6650583165283,1432.6668166338227,1279,,727400000.0,4320.0,True
332,S437,437,40,40_11,23,S_437,UAV_2,SENSOR,MASTER,access,1362.7623050154943,1363.2249818349512,662,50.0,1430804.3371982595,4020.0,True
333,S437,437,40,40_11,23,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1363.2249818349512,1363.2259693051183,662,,670400000.0,4020.0,True
334,S224,224,40,40_2,23,S_224,UAV_3,SENSOR,SLAVE,access,1369.2012309852023,1369.9679326029427,1097,50.0,1430804.3371982595,3060.0,True
335,S224,224,40,40_2,23,UAV_3,UAV_2,SLAVE,MASTER,relay,1369.9679326029427,1370.1060579759567,1097,243.28548468330047,7942060.0,3060.0,True
336,S224,224,40,40_2,23,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1370.1060579759567,1370.1076943124722,1097,,670400000.0,3060.0,True
337,S446,446,40,40_6,24,S_446,UAV_2,SENSOR,MASTER,access,1453.3567592370912,1454.2637892602477,981,81.68794600831224,1081551.8504955356,4020.0,True
338,S446,446,40,40_6,24,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1454.2637892602477,1454.265137899236,981,,727400000.0,4020.0,True
339,S380,380,40,40_6,24,S_380,UAV_2,SENSOR,MASTER,access,1454.2637892602477,1455.6858200203035,1538,81.68794600831228,1081551.8504955354,3180.0,True
340,S380,380,40,40_6,24,UAV_2,SAT_0,MASTER,SATELLITE,satellite,1455.6858200203035,1455.687934400287,1538,,727400000.0,3180.0,True
341,S239,239,40,40_9,25,S_239,UAV_3,SENSOR,MASTER,access,1441.2008369948096,1441.7921128094026,846,50.0,1430804.3371982595,3720.0,True
